//Fill Tile
1,13,11,0
1,13,2,0
1,13,4,0
1,13,3,0
1,13,5,0
1,13,11,1
1,13,2,1
1,13,3,1
1,13,4,1
1,13,5,1
//Fill:0
1,13,5,3
1,13,4,3
1,13,3,3
1,11,2,3
1,13,11,3
1,13,11,4
1,11,2,4
1,13,4,4
1,13,5,4
1,13,3,4
//Layer,TileID,X,Y
0,10,-8,-1
0,10,-8,4
0,10,-8,2
0,6,59,17
0,1,59,18
0,10,58,18
0,10,58,17
0,10,58,19
0,10,59,19
0,10,63,19
0,10,64,19
0,3,68,13
0,4,69,13
0,10,68,19
0,10,68,18
0,4,70,13
0,5,72,13
0,4,77,10
0,10,75,11
0,5,78,10
0,10,77,11
0,10,76,11
0,4,83,7
0,3,82,7
0,4,84,7
0,4,71,13
0,4,76,10
0,3,75,10
0,10,82,8
0,10,83,8
0,10,84,8
0,10,84,9
0,10,85,8
0,10,85,9
0,10,86,8
0,10,60,16
0,10,68,17
0,12,89,19
0,12,89,9
0,12,89,10
0,12,89,11
0,12,89,12
0,12,89,13
0,12,89,16
0,12,89,17
0,12,89,18
0,10,52,19
0,10,52,18
0,10,52,17
0,10,53,17
0,10,53,19
0,10,53,18
0,10,54,17
0,10,54,18
0,10,54,19
0,3,58,15
0,4,59,15
0,5,60,15
0,5,64,13
0,3,141,16
0,5,142,16
0,3,144,13
0,5,145,13
0,3,147,5
0,5,148,5
0,3,155,6
0,5,156,6
0,3,136,17
0,5,137,17
0,4,164,13
0,3,163,13
0,5,140,10
0,3,139,10
0,5,137,7
0,3,136,7
0,3,141,5
0,5,142,5
0,10,163,19
0,3,52,16
0,4,53,16
0,5,54,16
0,10,58,16
0,10,59,16
0,10,60,17
0,10,60,18
0,10,60,19
0,6,63,14
0,6,64,14
0,10,64,16
0,1,63,15
0,1,64,15
0,10,63,16
0,10,63,17
0,10,64,17
0,10,63,18
0,10,64,18
0,10,78,11
0,10,78,12
0,10,77,12
0,10,76,12
0,10,75,12
0,10,75,14
0,1,76,14
0,10,75,13
0,6,76,13
0,6,77,13
0,10,78,13
0,10,78,14
0,1,77,14
0,10,75,15
0,10,76,15
0,10,77,15
0,10,78,15
0,10,78,16
0,10,77,16
0,10,76,16
0,10,75,16
0,10,75,17
0,10,75,18
0,10,75,19
0,10,76,17
0,10,76,19
0,10,76,18
0,10,77,17
0,10,77,18
0,10,77,19
0,10,78,17
0,10,78,18
0,10,78,19
0,10,72,14
0,10,71,14
0,10,69,14
0,10,68,14
0,10,70,14
0,10,70,15
0,10,69,15
0,10,68,15
0,10,68,16
0,6,69,16
0,10,70,16
0,10,71,15
0,10,72,15
0,10,72,16
0,6,71,16
0,1,71,17
0,10,72,17
0,10,70,17
0,1,69,17
0,10,69,18
0,10,69,19
0,10,70,18
0,10,70,19
0,10,71,19
0,10,71,18
0,10,72,18
0,10,72,19
0,10,82,9
0,10,83,9
0,10,86,9
0,10,86,10
0,6,85,10
0,6,84,10
0,6,83,10
0,10,82,10
0,10,82,12
0,10,82,11
0,1,83,11
0,1,84,11
0,1,85,11
0,10,86,11
0,10,86,12
0,10,85,12
0,10,83,12
0,10,84,12
0,10,84,14
0,6,84,15
0,1,83,16
0,10,82,13
0,10,83,13
0,10,84,13
0,10,85,13
0,10,86,13
0,10,86,14
0,10,86,15
0,10,85,14
0,6,85,15
0,10,83,14
0,6,83,15
0,10,82,14
0,10,82,16
0,10,82,17
0,10,82,18
0,10,82,19
0,10,82,15
0,10,84,17
0,1,84,16
0,1,85,16
0,10,86,16
0,10,86,17
0,10,85,17
0,10,83,17
0,10,83,19
0,10,83,18
0,10,84,18
0,10,85,18
0,10,86,18
0,10,86,19
0,10,85,19
0,10,84,19
0,3,63,13
0,4,85,7
0,5,86,7
0,12,89,15
0,12,89,14
0,6,164,15
0,1,164,16
0,10,163,14
0,10,163,15
0,10,163,16
0,10,164,14
0,10,166,14
0,10,165,14
0,4,165,13
0,4,166,13
0,7,165,12
0,6,165,15
0,6,166,15
0,1,164,18
0,1,165,16
0,1,166,16
0,1,165,18
0,1,166,18
0,6,164,17
0,6,165,17
0,6,166,17
0,10,163,17
0,10,164,19
0,10,165,19
0,10,166,19
0,10,163,18
0,11,2,5
0,11,2,6
0,11,2,7
0,11,3,7
0,11,4,7
0,11,6,3
0,11,6,5
0,11,6,4
0,11,6,6
0,11,6,7
0,11,7,7
0,11,8,7
0,11,7,5
0,11,7,3
0,11,8,3
0,11,10,3
0,11,10,4
0,11,12,4
0,11,12,3
0,11,11,7
0,11,10,5
0,11,10,6
0,11,12,6
0,11,12,5
0,11,14,3
0,11,14,4
0,11,14,5
0,11,14,6
0,11,14,7
0,11,16,7
0,11,15,7
0,11,15,5
0,11,15,3
0,11,16,3
0,11,18,3
0,11,18,4
0,11,18,5
0,11,18,7
0,11,18,6
0,11,20,7
0,11,19,7
0,11,22,5
0,11,23,5
0,11,25,4
0,11,25,5
0,11,25,6
0,11,26,7
0,11,27,6
0,11,27,5
0,11,27,4
0,11,26,3
0,11,30,5
0,11,31,5
0,11,32,5
0,11,32,3
0,11,33,4
0,11,34,5
0,11,33,6
0,11,32,7
0,11,33,5
0,11,92,3
0,11,92,4
0,11,92,5
0,11,92,6
0,11,92,7
0,11,93,7
0,11,94,7
0,11,96,3
0,11,96,4
0,11,96,5
0,11,96,6
0,11,96,7
0,11,97,7
0,11,98,7
0,11,97,5
0,11,97,3
0,11,98,3
0,11,100,3
0,11,100,5
0,11,100,4
0,11,100,6
0,11,101,7
0,11,102,6
0,11,102,5
0,11,102,3
0,11,102,4
0,11,104,3
0,11,104,4
0,11,104,5
0,11,104,6
0,11,104,7
0,11,106,7
0,11,105,7
0,11,105,5
0,11,105,3
0,11,106,3
0,11,108,3
0,11,108,4
0,11,108,5
0,11,108,6
0,11,108,7
0,11,110,7
0,11,109,7
0,11,112,5
0,11,113,5
0,11,115,3
0,11,116,3
0,11,116,4
0,11,116,5
0,11,116,6
0,11,115,7
0,11,116,7
0,11,117,7
0,11,120,5
0,11,122,5
0,11,121,5
0,11,123,5
0,11,124,5
0,11,123,6
0,11,122,7
0,11,123,4
0,11,122,3
